concept	intro_text	word_count
Res_ipsa_loquitur	"Res ipsa loquitur (Latin: ""the thing speaks for itself"") is a doctrine in the common law and Roman-Dutch law jurisdictions under which a court can infer negligence from the very nature of an accident or injury in the absence of direct evidence on how any defendant behaved in the context of tort litigation. Although specific criteria differ by jurisdiction, an action typically must satisfy the following elements of negligence: the existence of a duty of care, breach of appropriate standard of care, causation, and injury. In res ipsa loquitur, the existence of the first three elements is inferred from the existence of injury that does not ordinarily occur without negligence.

"	110
Res_judicata	"Res judicata (RJ) or res iudicata, also known as claim preclusion, is the Latin term for matter decided and refers to either of two concepts in both civil law and common law legal systems: a case in which there has been a final judgment and that is no longer subject to appeal; and the legal doctrine meant to bar (or preclude) relitigation of a claim between the same parties.

In the case of res judicata, the matter cannot be raised again, either in the same court or in a different court. A court will use res judicata to deny reconsideration of a matter.
The doctrine of res judicata is a method of preventing injustice to the parties of a case supposedly finished but perhaps also or mostly a way of avoiding unnecessary waste of judicial resources. Res judicata does not merely prevent future judgments from contradicting earlier ones, but also prevents litigants from multiplying judgments, and confusion."	157
Rescue_doctrine	"In the USA, the rescue doctrine of the law of torts holds that if a tortfeasor creates a circumstance that places the tort victim in danger, the tortfeasor is liable not only for the harm caused to the victim, but also the harm caused to any person injured in an effort to rescue that victim. This doctrine was originally promulgated by Benjamin N. Cardozo in the 1921 case, Wagner v. Int'l Ry. Co. There, writing for the Court of Appeals of New York (which is the supreme court of that state), Cardozo stated: ""Danger invites rescue.  The cry of distress is the summons to relief [...] The emergency begets the man.  The wrongdoer may not have foreseen the coming of a deliverer.  He is accountable as if he had."" The rescue doctrine was established nineteen years later, in the landmark case of Cote v. Palmer.Essentially, the rescue doctrine means that the rescuer can recover damages from a defendant when the rescuer is injured rescuing someone.  The defendant is usually negligent in causing the accident to occur.  Other cases have occurred where the plaintiff is injured rescuing the defendant and is able to collect damages.In Wagner v. International Railway, riders on the defendant's trains were allowed to walk between cars while the train was moving.  In one incident, a rider fell through the cars.  The plaintiff, trying to help the fallen rider, was injured himself/herself.  The court found the defendant liable because of negligence to allow riders to walk between cars while the train was moving. The aforementioned example is a reference to the concept that Danger invites Rescue. Whoever caused the accident will be liable for any subsequent accident which develops as a result of the original accident. 
Essentially, in its pure form the Rescue Doctrine boils down to 4 main elements - all of which must be met in order to bring it to bear for the person asserting its privilege.

There must be peril or the appearance of peril to a third party, caused by the defendant.
That peril or appearance of peril must be imminent
A reasonable person would recognize the peril or appearance of peril and the plaintiff must also have actually recognized it.
The plaintiff must have exercised reasonable care in effecting the rescue.

"	379
Respondeat_superior	"Respondeat superior (Latin:  ""let the master answer""; plural:  respondeant superiores) is a doctrine that a party is responsible for (and has vicarious liability for) acts of their agents.: 794  For example, in the United States, there are circumstances when an employer is liable for acts of employees performed within the course of their employment.  This rule is also called the master-servant rule, recognized in both common law and civil law jurisdictions.In a broader scope, respondeat superior is based upon the concept of vicarious liability.

"	84
Restitution_and_unjust_enrichment	"Restitution and unjust enrichment is the field of law relating to gains-based recovery. In contrast with damages (the law of compensation), restitution is a claim or remedy requiring a defendant to give up benefits wrongfully obtained. Liability for restitution is primarily governed by the ""principle of unjust enrichment"": A person who has been unjustly enriched at the expense of another is required to make restitution.This principle derives from late Roman law, as stated in the Latin maxim attributed to Sextus Pomponius, Jure naturae aequum est neminem cum alterius detrimentum et injuria fieri locupletiorem (""By natural law it is just that no one should be enriched by another's loss or injury""). In civil law systems, it is also referred to as enrichment without cause or unjustified enrichment.
In pre-modern English common law, restitutionary claims were often brought in an action for assumpsit and later in a claim for money had and received. The seminal case giving a general theory for when restitution would be available is Lord Mansfield's decision in Moses v Macferlan (1760), which imported into the common law notions of conscience from English chancery. Blackstone's Commentaries also endorsed this approach, citing Moses.Where an individual is unjustly enriched, modern common law imposes an obligation upon the recipient to make restitution, subject to defences such as change of position and the protection of bona fide purchasers from contrary equitable title. Liability for an unjust enrichment arises irrespective of wrongdoing on the part of the recipient, though it may affect available remedies. And restitution can also be ordered for wrongs (also called ""waiver of tort"" because election of remedies historically occurred when first filing a suit). This may be treated as a distinct basis for restitution, or it may be treated as a subset of unjust enrichment.
Unjust enrichment is not to be confused with illicit enrichment, which is a legal concept referring to the enjoyment of an amount of wealth by a person that is not justified by reference to their lawful income."	332
Reverse_doctrine_of_equivalents	"The reverse doctrine of equivalents is a legal doctrine of United States patent law, according to which a device that appears to literally infringe a patent claim, by including elements or limitations that correspond to each element or limitation of the patent claim, nonetheless does not infringe the patent, because the accused device operates on a different principle. That is, ""it performs the same or a similar function in a substantially different way."" It has been said that ""the purpose of the 'reverse' doctrine is to prevent unwarranted extension of the claims beyond a fair scope of the patentee's invention.""

"	100
Rights	"Rights are legal, social, or ethical principles of freedom or entitlement; that is, rights are the fundamental normative rules about what is allowed of people or owed to people according to some legal system, social convention, or ethical theory. Rights are of essential importance in such disciplines as law and ethics, especially theories of justice and deontology.
The history of social conflicts has often involved attempts to define and redefine rights. According to the Stanford Encyclopedia of Philosophy, ""rights structure the form of governments, the content of laws, and the shape of morality as it is currently perceived""."	98
Ripeness	"In United States law, ripeness refers to the readiness of a case for litigation; ""a claim is not ripe for adjudication if it rests upon contingent future events that may not occur as anticipated, or indeed may not occur at all."" For example, if a law of ambiguous quality has been enacted but never applied, a case challenging that law lacks the ripeness necessary for a decision.
The goal is to prevent premature adjudication; if a dispute is insufficiently developed, any potential injury or stake is too speculative to warrant judicial action. Ripeness issues most usually arise when a plaintiff seeks anticipatory relief, such as an injunction. 
The Supreme Court fashioned a two-part test for assessing ripeness challenges to federal regulations. The case is often applied to constitutional challenges to federal and state statutes as well. The Court said in Abbott Laboratories v. Gardner, 387 U.S. 136 (1967):

Without undertaking to survey the intricacies of the ripeness doctrine it is fair to say that its basic rationale is to prevent the courts, through avoidance of premature adjudication, from entangling themselves in abstract disagreements over administrative policies, and also to protect the agencies from judicial interference until an administrative decision has been formalized and its effects felt in a concrete way by the challenging parties. The problem is best seen in a twofold aspect, requiring us to evaluate both the fitness of the issues for judicial decision and the hardship to the parties of withholding court consideration.In both Abbott Laboratories and its first companion case, Toilet Goods Association v. Gardner, 387 U.S. 158 (1967), the Court upheld pre-enforcement review of an administrative regulation. However, the Court denied such review in the second companion case because any harm from noncompliance with the FDA regulation at issue was too speculative in the Court's opinion to justify judicial review. Justice Harlan wrote for the Court in all three cases.
The ripeness doctrine should not be confused with the advisory opinion doctrine, another justiciability concept in American law."	333
Rule_according_to_higher_law	"The rule according to a higher law is a statement which expresses that no law may be enforced by the government unless it conforms with certain universal principles (written or unwritten) of fairness, morality, and justice. Thus, the rule according to a higher law may serve as a practical legal criterion to qualify the instances of political or economical decision-making, when a government, even though acting in conformity with clearly defined and properly enacted law, still produces results which many observers find unfair or unjust.

"	85
Rule_against_foreign_revenue_enforcement	"The rule against foreign revenue enforcement, often abbreviated to the revenue rule, is a general legal principle that the courts of one country will not enforce the tax laws of another country.  The rule is part of the conflict of laws rules developed at common law, and forms part of the act of state doctrine.
In State of Colorado v. Harbeck, 133 N.E. 357, 360 (N.Y. 1921) the court referred to

The ... well-settled  principle  of  private international law which precludes one state from acting as a collector of taxes for a sister state and from enforcing its penal or revenue laws as such. The rule is universally recognized that the revenue laws of one state have no force in another.
In England, Lord Denning MR said in Att-Gen of New Zealand v Ortiz [1984] AC 1 at 20: 

No one has ever doubted that our courts will not entertain a suit brought by a foreign sovereign, directly or indirectly, to enforce the penal or revenue laws of that foreign state.  We do not sit to collect taxes for another country or to inflict punishments for it.
The rule has been repeatedly applied in the United Kingdom, the United States, Canada, Australia, Ireland, Singapore, and other countries.  It has also been codified into statute in various countries."	217
Rylands_v_Fletcher	"Rylands v Fletcher (1868) LR 3 HL 330 is a leading decision by the House of Lords which established a new area of English tort law.  It established the rule that one's non-natural use of their land, which leads to another's land being damaged as a result of dangerous things emanating from the land, is strictly liable.Rylands employed contractors to build a reservoir on his land. As a result of negligent work done, the reservoir burst and flooded a neighbouring mine, run by Fletcher, causing £937 worth of damage (equivalent to £93,600 in 2021). Fletcher brought a claim under negligence against Rylands. At the court of first instance, the majority ruled in favour of Rylands. Baron Bramwell, dissenting, argued that the claimant had the right to enjoy his land free of interference from water, and that Rylands was guilty of trespass and the commissioning of a nuisance. Bramwell's argument was affirmed by the Court of Exchequer Chamber and the House of Lords, leading to the development of the ""Rule in Rylands v Fletcher"". 
This doctrine was further developed by English courts, and made an immediate impact on the law. Prior to Rylands, English courts had not based their decisions in similar cases on strict liability, and had focused on the intention behind the actions rather than the nature of the actions themselves. In contrast, Rylands imposed strict liability on those found detrimental in such a fashion without having to prove a duty of care or negligence, which brought the law into line with that relating to public reservoirs and marked a significant doctrinal shift.  The rule in Rylands has both been distinguished with and regarded as a species of the tort of private nuisance. Unlike ordinary cases of private nuisance, the rule in Rylands requires the escape of a thing that arises from a non-natural use rather than the typical interference emanating from unreasonable use of land. It additionally does not require an act to be continuous, which is typically a requirement for nuisance. Academics have criticised the rule both for the economic damage such a doctrine could cause and for its limited applicability. 
The tort of Rylands v Fletcher has been disclaimed in various jurisdictions, including Scotland, where it was described as ""a heresy that ought to be extirpated"", and Australia, where the High Court chose to destroy the doctrine in Burnie Port Authority v General Jones Pty Ltd. Within England and Wales, however, Rylands remains valid law, although the decisions in Cambridge Water Co Ltd v Eastern Counties Leather plc and Transco plc v Stockport Metropolitan Borough Council make it clear that it is no longer an independent tort, but instead a sub-tort of nuisance.

"	447
Safe_harbor_(law)	"A safe harbor is a provision of a statute or a regulation that specifies that certain conduct will be deemed not to violate a given rule.  It is usually found in connection with a more-vague, overall standard.  By contrast, ""unsafe harbors"" describe conduct that will be deemed to violate the rule.
For example, in the context of a statute that requires drivers to ""not drive recklessly"", a clause specifying that ""driving under 25 miles per hour will be conclusively deemed not to constitute reckless driving"" is a ""safe harbor"".  Likewise, a clause saying that ""driving over 90 miles per hour will be conclusively deemed to constitute reckless driving"" would be an ""unsafe harbor"".  In this example, driving between 25 miles per hour and 90 miles per hour would fall outside of either a safe harbor or an unsafe harbor, and would thus be left to be judged according to the vague ""reckless"" standard.

"	153
Scènes_à_faire	"A scène à faire (French for ""scene to be made"" or ""scene that must be done""; plural:  scènes à faire) is a scene in a book or film which is almost obligatory for a book or film in that genre. In the U.S. it also refers to a principle in copyright law in which certain elements of a creative work are held to be not protected when they are mandated by or customary to the genre.

"	76
Slippery_slope	"A slippery slope fallacy (SSF), in logic, critical thinking, political rhetoric, and caselaw, is a fallacious argument in which a party asserts that a relatively small first step leads to a chain of related events culminating in some significant (usually negative) effect. The core of the slippery slope argument is that a specific decision under debate is likely to result in unintended consequences. The strength of such an argument depends on whether the small step really is likely to lead to the effect. This is quantified in terms of what is known as the warrant (in this case, a demonstration of the process that leads to the significant effect). This type of argument is sometimes used as a form of fearmongering in which the probable consequences of a given action are exaggerated in an attempt to scare the audience.
The fallacious sense of ""slippery slope"" is often used synonymously with continuum fallacy, in that it ignores the possibility of middle ground and assumes a discrete transition from category A to category B. In this sense, it constitutes an informal fallacy.
Other idioms for the slippery slope fallacy are the thin end/edge of the wedge, the camel's nose in the tent, or If You Give a Mouse a Cookie.

"	208
Murders_of_Haile_Kifer_and_Nicholas_Brady	"The murders of Haile Kifer and Nicholas Brady occurred on Thanksgiving Day of 2012, when Haile Kifer, 18, and her cousin, Nicholas Brady, 17, broke into the home of 64-year-old Byron David Smith in Little Falls, Minnesota, in the United States. Smith shot the teens separately and 10 minutes apart as they entered the basement where he was, later stating to police he was worried about them being armed. After already shooting them once, he repeatedly taunted them while they were injured as he shot them both in an execution style until they were dead. He did not report that he had killed Kifer and Brady until the day after the murders, keeping their corpses in his closet. On April 29, 2014, he was found guilty of two counts of premeditated first-degree murder. He was sentenced to life in prison without the possibility of parole.
The case sparked debate over the ""castle doctrine"", which allows homeowners to defend their homes with lethal force. The prosecution alleged that Smith's actions and a recording he made himself while the incidents were unfolding showed premeditation (lying in wait) and that he used excessive force after having neutralized the threat. He was convicted by a jury after three hours of deliberation and sentenced to life in prison.

"	213
Spider_in_the_web_doctrine	"The spider in the web doctrine is a legal doctrine in Dutch patent law governing cross-border injunctions in patent infringement cases.  Under this doctrine, the Dutch courts would assume jurisdiction only in cases where the main defendant (the ""spider"") was located in the Netherlands and where the other defendants were part of a group of companies and acted based on a common business policy of this group (the ""web""), regardless of the nation in which the disputed patent was issued.
Decisions by the European Court of Justice (ECJ) have cast some doubt on the continuing validity of this doctrine.  This is due in part to the fact that the ECJ did not feel that Dutch courts were competent to make predictions or judgments about the validity of patents granted outside the Netherlands, preferring to grant jurisdiction to the countries in which the patent was granted."	145
Spring_and_Autumn_Courts	"Spring and Autumn Courts (春秋决狱) were an ancient Chinese judicial system, in which judges judge how to convict a case based on the ideas of righteousness of the Spring and Autumn Annals. The Spring and Autumn Courts began in the reign of Emperor Wu of Han and continued until the Tang dynasty when Confucianism and Jurisprudence merged to create the ""unity of ritual and law"".

"	65
Staatenverbund	"Staatenverbund  is a neologism for a system of multi-level governance in which states work more closely together than in a confederation but, unlike a federal state, retain their own sovereignty. The concept is used in Germany to describe the European Union but has no direct equivalent in other languages. In German jurisprudence, a Staatenverbund is a supranational institution that may exercise sovereign acts (laws, coin money, etc.) but may not independently fix areas where it may exercise this power.

"	79
Stadtluft_macht_frei	"Stadtluft macht frei (""urban air makes you free""), or Stadtluft macht frei nach Jahr und Tag (""city air makes you free after a year and a day""), is a German saying describing a principle of law in the Middle Ages. The period of a year and a day was a conventional period widely employed in Europe to represent a significant amount of time.  
From the 11th century onwards, liberated serfs and other members of the Third Estate founded settlements alongside the old Roman or Germanic ones. It was customary law that a city resident was free after one year and one day. After this he could no longer be reclaimed by his employer and thus became bound to the city. Serfs could flee the feudal lands and gain freedom in this way, making cities a territory outside the feudal system to a certain extent. This created the conditions for the revolts such as the Münster Rebellion.
With the Statutum in favorem principum (""Statute in Favor of the Princes""), this regulation of customary law was officially abolished for the Holy Roman Empire in 1231/32. According to the statute, cities under royal jurisdiction were forbidden to protect serfs originally owned by the regional princes or their vassals. The statute is an example of power devolving from Imperial authority to that of territorial magnates during the drawn-out contest between the Hohenstaufen emperors and the Papacy.
The medieval concept of liberty was largely confined to traditional collective rights and privileges based in custom and precedent and often expressed in territorial liberties such as, to take English examples, the Liberties of the Tower of London or the Liberties of the Savoy. Historically, the development of individualism is a product of the ideology of liberalism, whose emphasis on modern individual liberties and freedom emerged in opposition to authoritarian oppression, in England culminating in the Glorious Revolution of 1688, and in France surfacing during the French Revolution.

"	320
Stand-your-ground_law	"A stand-your-ground law, sometimes called a ""line in the sand"" or ""no duty to retreat"" law, provides that people may use deadly force when they reasonably believe it to be necessary to defend against certain violent crimes (right of self-defense). Under such a law, people have no duty to retreat before using deadly force in self-defense, so long as they are in a place where they are lawfully present. The exact details vary by jurisdiction.
The alternative to stand your ground is ""duty to retreat"". In jurisdictions that implement a duty to retreat, even a person who is unlawfully attacked (or who is defending someone who is unlawfully attacked) may not use deadly force if it is possible to instead avoid the danger with complete safety by retreating.
Even areas that impose a duty to retreat generally follow the ""castle doctrine"", under which people have no duty to retreat when they are attacked in their homes, or (in some places) in their vehicles or workplaces.  The castle doctrine and ""stand-your-ground"" laws provide legal defenses to persons who have been charged with various use-of-force crimes against persons, such as murder, manslaughter, aggravated assault, and illegal discharge or brandishing of weapons, as well as attempts to commit such crimes.Whether a jurisdiction follows stand-your-ground or duty-to-retreat is just one element of its self-defense laws.  Different jurisdictions allow deadly force against different crimes.  All American states allow it against deadly force, great bodily injury, and likely kidnapping or rape; some also allow it against threat of robbery and burglary.
A 2020 RAND Corporation review of existing research concluded: ""There is supportive evidence that stand-your-ground laws are associated with increases in firearm homicides and moderate evidence that they increase the total number of homicides.""

"	289
Standard_of_care	"In tort law, the standard of care is the only degree of prudence and caution required of an individual who is under a duty of care.
The requirements of the standard are closely dependent on circumstances. Whether the standard of care has been breached is determined by the trier of fact, and is usually phrased in terms of the reasonable person; this is sometimes labeled as the ""reasonable physician standard."" It was famously described in Vaughn v. Menlove (1837) as whether the individual ""proceed[ed] with such reasonable caution as a prudent man would have exercised under such circumstances""."	98
Standing_(law)	"In law, standing or locus standi is a condition that a party seeking a legal remedy must show they have, by demonstrating to the court, sufficient connection to and harm from the law or action challenged to support that party's participation in the case. A party has standing in the following situations:

The party is directly subject to an adverse effect by the statute or action in question, and the harm suffered will continue unless the court grants relief in the form of damages or a finding that the law either does not apply to the party or that the law is void or can be nullified. In informal terms, a party must have something to lose.  The party has standing because they will be directly harmed by the conditions for which they are asking the court for relief.
The party is not directly harmed by the conditions by which they are petitioning the court for relief but asks for it because the harm involved has some reasonable relation to their situation, and the continued existence of the harm may affect others who might not be able to ask a court for relief. In the United States, this is the grounds for asking for a law to be struck down as violating the First Amendment to the Constitution of the United States, because while the plaintiff might not be directly affected, the law might so adversely affect others that one might never know what was not done or created by those who fear they would become subject to the law. This is known as the ""chilling effects"" doctrine.
The party is granted automatic standing by act of law. For example, under some environmental laws in the United States, a party may sue someone causing pollution to certain waterways without a federal permit, even if the party suing is not harmed by the pollution being generated. The law allows the plaintiff to receive attorney's fees if they substantially prevail in the action. In some U.S. states, a person who believes a book, film or other work of art is obscene may sue in their own name to have the work banned directly without having to ask a District Attorney to do so.In the United States, the current doctrine is that a person cannot bring a suit challenging the constitutionality of a law unless they can demonstrate that they are or will ""imminently"" be harmed by the law. Otherwise, the court will rule that the plaintiff ""lacks standing"" to bring the suit, and will dismiss the case without considering the merits of the claim of unconstitutionality.

"	434
State_actor	"In United States constitutional law, a state actor is a person who is acting on behalf of a governmental body, and is therefore subject to limitations imposed on government by the United States Constitution, including the First, Fifth, and Fourteenth Amendments, which prohibit the federal and state governments from violating certain rights and freedoms.

"	54
Step_transaction_doctrine	"The step transaction doctrine is a judicial doctrine in the United States that combines a series of formally separate steps, resulting in tax treatment as a single integrated event. The doctrine is often used in combination with other doctrines, such as substance over form. The doctrine is applied to prevent tax abuse, such as tax shelters or bailing assets out of a corporation. The step transaction doctrine originated from a common law principle in Gregory v. Helvering, 293 U.S. 465 (1935), which allowed the court to recharacterize a tax-motivated transaction.

"	90
Stopping_the_clock	"Stopping the clock is a controversial practice in American and Canadian parliamentary procedure in which a legislature literally or notionally stops the clock (or moves the hands backwards), usually for the purpose of meeting a constitutional or statutory deadline. Riddick's Rules of Procedure notes, ""The official clock is stopped by agreement of the 'powers that be' without any motion or announcement one minute before the designated hour."" Sometimes it is done to allow more time for lobbying or deal-making to obtain the necessary votes for one side to prevail on a measure. Some legislatures actually stop the clock, and others simply use it as a metaphor for continuing business after a time deadline has passed. Stopping the clock is also sometimes done for ceremonial purposes to ensure that both houses of a bicameral legislature adjourn simultaneously.The glossary of the Alabama State Legislature notes that the plug to the electric clock in the Senate or House chamber is sometimes pulled to allow the staff to complete the massive paper work required before sine die adjournment. 
Sometimes a legislature will even take a recess while the clock is stopped and then resume its work. The New York Legislature used to literally stop the clock at midnight on April 1 in order to pass the budget by the constitutional deadline, but eventually ended the practice and began simply disregarding the requirement. In 2004, it finally moved the deadline back to May 1.In a debate of the Legislative Assembly of Saskatchewan, it was noted that stopping the clock is done by tradition and with unanimous consent, when the Opposition agrees with the Government that valuable business can be done by extending the hours. In contrast, the speaker of the Illinois Legislature unilaterally stopped the clock at midnight on the last day of its session on June 30, 1988, to allow further debate before approving money to replace Comiskey Park, a decision that ultimately passed by one vote. Had this maneuver not been done, the White Sox presumably would have moved to Florida. Stadium consultant Marc Ganis noted, ""As the clock struck down in St. Petersburg, they started popping champagne corks and didn't realize that the speaker of the house can literally stop the clock in Illinois. At the stroke of midnight, we got to 60 votes.""Stopping the clock is also practised in the European Union.

"	391
Subsidiarity	"Subsidiarity is a principle of social organization that holds that social and political issues should be dealt with at the most immediate or local level that is consistent with their resolution. The Oxford English Dictionary defines subsidiarity as ""the principle that a central authority should have a subsidiary function, performing only those tasks which cannot be performed at a more local level"". The concept is applicable in the fields of government, political science, neuropsychology, cybernetics, management and in military command (mission command). The OED adds that the term ""subsidiarity"" in English follows the early German usage of ""Subsidiarität"". More distantly, it is derived from the Latin verb subsidio (to aid or help), and the related noun subsidium (aid or assistance).
The development of the concept of subsidiarity has roots in the natural law philosophy of Thomas Aquinas and was mediated by the social scientific theories of Luigi Taparelli, SJ, in his 1840–43 natural law treatise on the human person in society. In that work, Taparelli established the criteria of just social order, which he referred to as ""hypotactical right"" and which came to be termed subsidiarity following German influences.Another origin of the concept is in the writings of Calvinist law-philosopher Johannes Althaus who used the word ""subsidia"" in 1603. As a principle of just social order, it became one of the pillars of modern Catholic social teaching. Subsidiarity is a general principle of European Union law. In the United States of America, Article VI, Paragraph 2 of the constitution of the United States is known as the Supremacy Clause. This establishes that the federal constitution, and federal law generally, take precedence over state laws, and even state constitutions. The principle of States' Rights is sometimes interpreted as being established by the Tenth Amendment, which says that ""The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people."""	324
Substance_over_form	"Substance over form is an accounting principle used ""to ensure that financial statements give a complete, relevant, and accurate picture of transactions and events"". If an entity practices the 'substance over form' concept, then the financial statements will convey the overall financial reality of the entity (economic substance), rather than simply reporting the legal record of transactions (form). In accounting for business transactions and other events, the measurement and reporting is for the economic impact of an event, instead of its legal form. Substance over form is critical for reliable financial reporting. It is particularly relevant in cases of revenue recognition, sale and purchase agreements, etc. The key point of the concept is that a transaction should not be recorded in such a manner as to hide the true intent of the transaction, which would mislead the readers of a company's financial statements.

"	143
Substantial_certainty_doctrine	"In law, the substantial certainty doctrine is the assumption of intent even if the actor did not intend the result, but knew with substantial certainty the effect would occur as a result of his action. The doctrine can be used by courts as a test to determine whether or not a defendant committed a tort. For example, in Garratt v. Dailey (1955), the Washington Supreme Court remanded a case back to the lower courts to determine whether or not the five year-old defendant ""knew with substantial certainty that the plaintiff would attempt to sit down where the chair which he moved had been.""

"	103
Substantial_performance	"At common law, substantial performance is an alternative principle to the perfect tender rule. It allows a court to imply a term that allows a partial or substantially similar performance to stand in for the performance specified in the contract.
This principle is relevant when a contractor's performance is in some way deficient, through no willful act by the contractor, yet is so nearly equivalent that it would be unreasonable for the owner to deny the agreed upon payment. If a contractor successfully demonstrates substantial performance, the owner remains obligated to fulfill payment, less any damages suffered as a result of the deficiencies in workmanship by the contractor.
The principle is also found in the law of unilateral contracts. Unilateral contracts are contracts in which one party offers a promise in exchange for an actual performance. Traditionally, such contracts were deemed to be effective once the specified performance was tendered, and could be revoked at any time prior to completion of the performance, presenting the notorious ""Cedric Brooklyn Bridge problem"": in theory, A could say to B ""I'll give you $100 if you walk across the Brooklyn Bridge"", and then, just before B finishes crossing, pull up to him in a car and say ""The deal is off,"" at which point no contract would be formed and A would not be liable to B for anything. This result was deemed unacceptable by many jurists and legal scholars, and applied the doctrine of substantial performance to this situation, effectively deeming someone who had begun the performance to have established an option contract to hold the unilateral contract open. This principle is enunciated in Section 237 of the Restatement (Second) of Contracts.

"	280
Substantial_truth	Substantial truth is a legal doctrine affecting libel and slander laws in common law jurisdictions such as the United States or the United Kingdom.	24
Sufficient_similarity	"Sufficient similarity is a 20th-century para-legal concept used in the chemical industry for toxicological studies. The term was first employed in a restricted sense to assess surrogacy of chemical mixtures by the EPA, and has descended from there into the scientific argot.The concept is somewhat nebulous, and statistics are involved. A group of America researchers in 2018 posed themselves the question how similar must a product be in order to be well-represented by the tested reference sample? Because the concept was derived from the EPA, chemical similarity and biological similarity are equally important. The concept is employed ""so that safety data from the tested reference can be applied to untested materials,"" because ""when toxicity data are not available for a chemical mixture of concern, US EPA guidelines allow risk assessment to be based on data for a surrogate mixture considered “sufficiently similar” in terms of chemical composition and component proportions.""

"	150
Suspect_classification	"In United States constitutional law, a suspect classification is a class or group of persons meeting a series of criteria suggesting they are likely the subject of discrimination. These classes receive closer scrutiny by courts when an Equal Protection claim alleging unconstitutional discrimination is asserted against a law, regulation, or other government action, or sometimes private action. When a law or government action affects a group that falls under a ""suspect classification,"" courts apply the strict scrutiny standard in reviewing the constitutional validity of a law or action."	88
Taint_(legal)	"Taint is a term used in the legal field with reference to evidence that has been ""tainted"" or ruined in some manner. The most common of such usage is with reference to evidence, testimony, identification by witnesses, or confessions that have been obtained by law enforcement illegally. The illegality usually results from a violation of one's constitutional rights, such as a violation of the Fourth Amendment of the Constitution protecting against unreasonable search and seizure. For example, the dissent in the Supreme Court decision of Missouri v. Seibert stated that ""the court must examine whether the taint dissipated through the passing of time ... ."" Missouri v. Seibert, 542 U.S. 600, 628 (U.S. 2004) (Justice O'Connor Dissent, emphasis added). The court in Wong Sun v. U.S., discussed ""purg[ing] of the primary taint"" with reference to allowing evidence because the defendant's statements were voluntary and a lengthy period of time had passed as an intervening act. Wong Sun v. U.S., 371 U.S. 471, (1963) (quoting J. Maguire, Evidence of Guilt 221 (1959) (emphasis added) (stating: ""... by means sufficiently distinguishable to be purged of the primary taint."")).
Investigators sometimes employ a ""filter team,"" or ""taint team,"" composed of individuals not involved in an investigation, to prevent investigators from seeing information that could taint evidence, such as information protected by attorney-client privilege.

"	220
Tea_Rose_–_Rectanus_doctrine	"The Tea Rose-Rectanus doctrine or remote, good-faith user doctrine is a common law rule of United States trademark law that determines the geographic scope of rights.  The doctrine allows a junior user of a mark that is geographically remote from the senior user of the mark to establish priority over a senior user's claim to the mark in the junior user's area.  The constructive use and notice sections of the Lanham Act limited the applicability of this doctrine.

"	78
Tender_years_doctrine	"The tender years doctrine is a legal principle in family law since the late 19th century. In common law, it presumes that during a child's ""tender"" years (generally regarded as the age of four and under), the mother should have custody of the child. The doctrine often arises in divorce proceedings.

"	51
Terra_nullius	"Terra nullius (, plural terrae nullius) is a Latin expression meaning ""nobody's land"". It was a principle sometimes used in international law to justify claims that territory may be acquired by a state's occupation of it. There are currently three territories sometimes claimed to be terra nullius: Bir Tawil (a strip of land between Egypt and Sudan), 4 pockets of land near the Danube due to the Croatia–Serbia border dispute, and parts of Antarctica, principally Marie Byrd Land."	78
Territorial_principle	"The territorial principle (also territoriality principle) is a principle of public international law which enables a sovereign state to exercise exclusive jurisdiction over individuals and other legal persons within its territory. It includes both the right to prosecute individuals for criminal offences committed within its borders, as well as the right to arrest and apprehend individuals within its territory. Its corollary bars states from exercising jurisdiction within the territory of other states without their express consent, unless such an exercise can be based on other principles of jurisdiction, such as the principle of nationality, the passive personality principle, the protective principle, and possibly, the principle of universal jurisdiction.The Lotus case was a key court ruling on the territoriality principle. In 1926, a French vessel collided with a Turkish vessel, causing the death of several Turkish nationals. The Permanent Court of International Justice ruled, by a bare majority, that Turkey had jurisdiction to try the French naval lieutenant for criminal negligence, even though the incident happened beyond Turkey's boundaries. This case extended the territoriality principle to cover cases that happen outside a state's boundaries, but have a substantial effect on the state's interests or involve its citizens.Questions have surfaced regarding how the territoriality principle applies with the rise of globalization and the Internet. The applicability of this principle was in question with the case against Augusto Pinochet and other cases of transnational justice.

"	232
